Text,Sentiment
hpq heading imo fund oade,1
bac swing trade   protect profit,-1
I remain convinced apple stock aap year ... sell middle ground,1
I long aap break eai I sell dividend hike happen pe right fy eps,1
aapl symmetrical triangle min look topside breakout  ,1
aap drop sep b c concern maybe bump android phone sale mathfail oversell,1
aapl long early tweet topside breakout st,1
aap appear drag qqq spy stockaction,-1
amzn snta ana rip today x set new time high,1
fom break friday high strong continuation high likely resistance .  ,1
vvs ong set   ,1
ook long de fix miraculously hpq de qqq xk,-1
aap interesting pop squeeze jan rd positive report,1
week later stock trend bullish shale play apc s cop mo ds.b  ,1
user rare earth business fundamental terrible right mcp sort issue compelling,-1
user xraystocktrader great dividend pay continue upside eager acquisition cvx,1
user krisanti I mention aap send reminder nok,-1
drug ... lance user arge cap health pfe jnj hit new week high morning,1
marc benioff swagger   income statement   cm,-1
"green weekly triangle sho, .... pdate  ",-1
user anf trigger . buy price nice min candle need build intra day momentum,1
hbi watch list briefly line pule volume ok day average  ,1
xxia min find helpful watch period ema pink use gap rule protect profit  ,1
aap fill upside gap hr eternity close downside gap environment clearly bearish,-1
gw   high volume way news pump stock sound bullish I  ,-1
student nobiano   roi bt trade great sir,1
user double money closed end fund gsvc year twitter pull good ipo  ,1
bac fib level  ,-1
f buy imo price target feb option,1
triple rare   time aap trade near month   aap fanboy   aap,-1
  hedgestreettrade     son,1
hpq . happy,1
hpq trading multiple oad freaking boat imo,1
awesomeness ... monday link swap risk financial blogosphere   user aap jo ga,1
private new public de,-1
user tive look strong breakout play,1
csco msh msh msh . come mon ..,1
etail drill raise question xy xt th     spx spy m gps,-1
f coiling hard right,1
k ong   . trail stop   . prior stop . .  ,1
"si vfc alcanza los , reconfirmaci?n de la tendencia que lleva la sesi?n provechando el rally alcista de final de sesi?n ....",1
de x vol people lose butt buyout,-1
I think way people buy dip know aapl .... plan equal mess,1
jeff bezos ... wonderful day .... usual .... thin   bastard    amzn,1
aap let goodbye today,-1
I totally help   beat revenue ... I I I ... yoga bore I western world bore dorito,-1
aap index hold slacker,-1
"green weekly triangle sonc, .... sell short .  ",-1
user de . fill huge gap // lol good luck,-1
ssys website investor relation page use morningstar stat quote mkt cap mon statistic wrong r share way,-1
share fom dry accumulation continue daily technical indicator bullish  ,1
abc clear nice base drug pjp spx spy  ,1
user error morn data.it update share outstanding equal million million mkt cap . bil . bil,-1
user I stumble data discrepency ssy mon yhoo ssys website m share   m share,-1
snt open eally decision come hour allow entry position,-1
sfy start trade second line   start .,1
typical set .  ,1
inap ride ma extend base bolly deviation ma right room upper bolly  ,1
aap need hold low price earning couple wks  ,-1
hpq oad dip want,1
user aap hit . hedge fund margin leverage high level question hedge fund blow today,1
gnc perk despite general market weakness risk reward long setup long,1
user pi nice early action ... watch   ,1
po perk strong specialty chemical stock,1
jpm want higher xf spy,1
de outside bband I believe pull bit   ,-1
bk want buy low hourly showing improvement add long,1
aap / remain short,-1
tol find support cloud   ,1
zcs break week hold pull low volume eye possible breakout .,1
"csn, .... sell short . scaling",-1
new blog post momentum monday aap dip buyer miss market mojo ...  ,1
"ampe, ... sell short .   scaling",-1
sure short aap money jump market crash debt ceiling perfect,-1
great guggenheim hire ex interim ceo yhoo ...    ,1
amzn pretty strong intraday support . I support break,1
apkt interesting   ,1
aap earning,1
look int clear time high th time charm,1
user   erase opening drive plenty room ... let consolidate,1
goog nice fast low,1
mkt fat aap . cratering huge psychological level tell I tape strong spy dontbeshort,1
amzn remember hold . important break continuation watch I long add break yesterday high,1
user heo beautiful flag forming ... eventually,1
depo sell short . scaling level .,-1
aap study eason apple fail   stdy,-1
user nvda grow cash cow p.t eoy xk amd stx qcom intc technology  ,1
path real company new drug approval value lose shorter manipulation,1
thc watch list set yesterday today line volume ave day   ,1
aj watch list trigger cent yesterday continue today volume  ,1
odp break resistance  ,1
aapl level aapl trade today daytrade long .... quarter buy,1
reason try cute try aapl long .. stick trend rev hold,-1
confirming nicely today   double daily push day average .   good action,1
tab mikel h. williams help acquisition viasystem group dennis f. strigl use coo verizon com ceo verizon wirless,1
flip aap trade point .... meaty trade   obviusly long chip away,1
user aap world apple expect order component million iphone handset seasonally soft march quarter,1
swhc obama biden speak tomorrow gun control legislation ...,1
user lot I want cover . I complete k share ampe,-1
cmg exciting stock lately upward trend tact consistently push day average . key,1
eade stock eade stock market esiient day indication ally continue es_f gnc nsm eve   ddd sti nf,1
apo accumulate   bounce critical support day +. tell I likely continue higher,1
aap   break downward triangle come massive head shoulder   thing toast,-1
aap   number problem earning expectation way high smart money know  ,-1
chk squeezie   ,1
vvs break flag setup macd cross ong  ,1
chk min kelt bband fire early lunch / . +   ,1
hpq come de gets buy hpq ocket,1
aap dump close sub maybe earning report wk gy town,-1
aap people believe apple comment stock decline b/ ec quiet period reason,1
dgi ddd act strong ending hod decent volume end,1
"ed monthly triangle cytx, .... net profit   ,. .  ",-1
"green weekly triangle cytx, .... sell short .  ",-1
wmb fill gap reverse  ,1
fs inside day add long break stop live little area,1
aap   probability rise test trendline st mean reversion pt  ,-1
wfm look like bear flag short respect flag exit close   ,-1
dcth . . like volatility   low price   ,1
amzn uptrend motion buy dips  ,1
nfx resistance level  ,1
pcn long setup  ,1
aap break year support line apple depend itv wk h  ,-1
vg consolidate inside large ascending triangle w/ tp breakout watch .  ,1
aap trading close point&figure trend line support target trend support  ,-1
bac yep b good day financial ... soon volume .am ise p,1
cie cox cmg getting smack open,-1
ssys postpone q release feb approx march th,-1
check list performer aap peak user dog like fs de + nfx  ,-1
new post positive earning cost containment continue propel ms  ,1
goog amzn early weakness,-1
amzn yesterday low ong careful,-1
aap reverse early gain qqq big problem,-1
oabc ong   . trail stop   . prior stop . . . . ... . . .  ,1
twc way potential breakout channel tgt wht u think user   ,1
nvda break min trend   ,1
"aap ong position apple reach , maximum day stop loss ,",1
ceg high fast   pull   . key,-1
"aap apple reach , change stop oss , chance long",1
ann period hammer ook good month pattern   ,1
bac p p step step ... esistance .,1
dip buyer alive ... user dip buyer alive jpm,1
nvt . vs. oc . I w/ oc vol difference today roll end wk oc opinion wrong,1
"green weekly triangle gpn, ... pdate  ",-1
bac . -. today,1
cndo .   ooke,1
nvt unusual increase socialvolume,1
fio ioscale announce today open compute summit hyperscale spinning disk replacement game changer,1
user twitter follower bullish bearish aap want know bullish cautious ^.^=,1
nvda ihs daily oversell   ,1
deck prove bullish confirm bounce day increase volume,1
aap long   bull charge today,1
user nfx ise wedge normally bearish close confirm      nice,-1
csn catch buy weird dip hope manipulation mean good thing come,1
gs solid high new high today strong volume   ,1
student stephanie n   hoy gacamoe second I oi nfx .. -d   user tradesmart,-1
"ed weekly triangle csn, .... ong .  ",1
aap   week support   ,-1
wcg onge today swing ...  ,1
aap reliable pattern I come surprise intraday pattern study  ,1
yhoo volume big close today fire new week high later week,1
hpq open tomorrow,1
user hey great hpq think fund buy o,1
bac imho think gap e,1
hpq I nail mofo hpq spotlight tonight ooke eal gapper tomorrow,1
swhc bet pm mid high,1
aap long atio spread /,1
user hpq double close watch learn,1
g swhc market figure legislation gun pass shooting time load,1
bac ike I tell . aftermrkt good setp tmorrow :),1
goog daily chaos event look good green line white like dec  ,1
"green weekly triangle cytx, .... pdate  ",-1
hpq autonomy look total loss sell wish hpq strong ptrend oad,1
apple fall aap   ,-1
hpq upgrade tomorrow assume autonomy worth ...,1
hpq nice close imo,1
"fod cover ., .... net profit ,., ... ugly triangle fod",-1
csn target remain datum news ...   ,1
dva nice break dt line volume today  ,1
ssys exuberance stock generate million operational cash flow mos trading . billion u,-1
big win broker ... new mini option bring big change trader   user spy aap goog amzn gd,1
wmt buy signal easy math baby good discount   ,1
think m early scream fashion makeover wow look good  ,1
jpm whale trader,1
cmg level mind bounce follow leg bounce leg,-1
disney new infinity game huge   dis atvi,1
ba   come haunt year   eap sow,-1
pgx hype spot ./. b . resist daily til sma .ish sma slide  ,1
dn hint trendline break upside  ,1
aap confirmed theory selling come inside info day cat bag sucker leave bullish,1
aap downgrade   break,-1
bac bank america earning strong expect  ,1
goog amzn watch list day trade   break aap,1
aig   premarket somebody know I know,1
bac earning impact price break card   good longterm hold,1
look good . :),1
user goog option year high interesting,-1
trade setup akam  ,1
trade setup aa  ,1
trade setup cf  ,1
ow pt hit resistance  ,1
sanm watch list volume ave day slightly line   ,1
hpq explode today come imo,1
ceg confirm expectation .   ikely crack,-1
garden wall browser amzn aap,1
american apparel app present :,1
csn correction thermodox nanosoccer ball anti vascular anti neoplastic,1
pi daily thx head user   ,1
gme . look good,1
wow price week e / goog c,1
raise stop ow right today low .,1
wn ong   . trail stop   . prior stop . . . . . . .  ,1
demark come prop aap   yesterday classic dead cat bounce    value stock need low find size buyer,-1
ng like stewie mention ma pullbk b good nd entry  ,1
bookmark arry page moonshot matter ... option market exist :)   goog,1
swy drink safeway store brand columbian bean coffee sbx cup,1
bk long nice reaction earning making runaway measure type gap,1
kos wish   cousin   look good   ,1
tivo hold ma( . morning I believe long setup,1
smb adar weak today fast adtn cam   ,-1
ssys add million market cap today,-1
